date,rating,review,reviewer,title,ymd
28-07-2021,5,I had a wonderful stay beautiful architecture at the hotel. Great meals and super wonderful staff. Front office is super busy at weekends but well managed by Duty managers and Concierge. ,Senthigk,Excellent property,210728
27-07-2021,5,Wed booked it for a birthday staycation. Right from check-in till our last meal was taken care of extremely well. The check in process was smooth. The dining was top notch. Our food requests too were taken care of very well. We had a Jain friend along for whom the chef made all necessary adjustments and ensured the meals as delightful for an individual as they were for everyone else. The rooms were clean and spacious. The hotel staff was very courteous and prompt. I would like to personally express my gratitude towards a few staff members who were very warm and welcoming to all our needs and requirements during our stay:,nsurani,Hospitality at its finest!,210727
26-07-2021,5,It is an amazing property well maintained. Safety and security is top notch. Well sanitized room food quality and quantity is by far the best. Front office team is super energtic. Special thanks to Mr. Vijay who helped me a lot and Not to forget the Bell desk team - everyone. Mr. Kamar and Ms. Anuja are really helpful. Thank you ,Kiranchalke322,Wow,210726
24-07-2021,5,A beautiful stay at the hotel. Heart touched with the hospitality offered by the duty manager - Chandranath. It was so kind of him he even made sure our stay and special arrangements were taken care of. ,nishant2013,Duty Manager - Chandranath - the best professional,210724
18-07-2021,5,Well..!! very classic and grand looking hotel with spacious rooms. But thats not all..what i really loved about this particular hotel were its Staff...very very dedicated professionals ..faced a small glitch at the time of check-in but was totally over-whelmed by the empathetic and accomodating behaviour of the staff. The food was excellent be it in the restaurant or in the room. The stay was very pleasant overall and would like to  congratulate the whole team for their efforts. Special thanks to Mr. Edwin Ms.Sakshi Mr.Adrian...u guys were impeccable for me. ,get2RV,Indian hospitality at its best!!!,210718
16-07-2021,5,Stayed here for 2 weeks here under quarantine. The service here is super. Edwin and his team ensured that all our requests were taken care of with a smile. All our team members were very well looked after. Thank you ITC maratha.,SachinFernandes26081,Excellent,210716
16-07-2021,5,We had a great day at ITC Maratha restaurant. What a birthday it was for Fahad.. Food as usual was fantastic. Buffet was great. Quality of food was at its best. Service was not at all compromised.,166sreejithk,Celebrating kid birthday,210716
12-07-2021,5,Amazing Hotel,Manish S,Amazing Hotel,210712
12-07-2021,5,It was first family staycation after lockdown hit in 2020. And very happy with my decision to choose ITC maratha over other options. ,Ashwin25,Lots of things a small bouquet,210712
11-07-2021,4,We visited this Beautiful Luxery Hotel this week. We stayed at pool view room which was quite specious. Linens were clean and I loved the ambiance of the room. It was really beautiful. Food was OK but liked the pasta snacks and desserts .  In room dining service needs improvement as it takes one n half hour to prepare n serve the food. There was lot of miscommunication between Kitchan staff and room dining Manager when I discussed it wit  F&B Manager Mr. Nagendra and Mr. Sivkumar They made sure to sent food on time also I liked the fact that all cutlery and plates are properly packed in paper bag for the safety reasons and I find F&B Managers  really helpful. Duty Manager was really courteous and helpful too.  Overall Good stay. ,Riya s,Beautiful Property ,210711
08-07-2021,1,I am writing this review after experiencing the worst experience at the ITC Maratha Hotel Mumbai. We stayed in Hotel 20 days. But the food served by the hotel was really terrible. Food test like horrible . We all complained about the food but no action has been taken by the management. ,1Rajfernat,Worst food served in ITC Maratha hotel in Mumbai,210708
08-07-2021,5,Looks good nice experience & comfortable stay..,378clivec,Extraordinary,210708
07-07-2021,5,ITC Maratha is one of the best hotels in Mumbai having the historic vibes infused with the modern amenities. We had gone for staycation on our anniversary and had a very pleasant stay. On checkin we were greeted by Mr. Vijay Pujari who was our concierge who made sure we get the best of experience at ITC Maratha. The room was very clean and all the amenities were as expected. They have a zero plastic waste policy where all the drinking water is delivered to room in sanitized glass bottles. We had dinner at the most beautiful Peshwa Pavilion and the food was scrumptious. Dont miss their Dahi Bhalle!!! Their garden is also great for evening walks and atmosphere is quite relaxing. Their entire team Delzine Amanda Vanessa Pooja Saili and everyone else made sure we have a pleasant stay on our anniversary.,meetpatel4,Excellent Stay !! Excellent hotel staff !!,210707
06-07-2021,5,Had sent a Cake on 2nd of July 2021 for the Birthday Celebration of my Friend. The Cake was honesty so Delectable  and Fresh. ,IshanGanguly,Startling Services by ITC Maratha 💯💯💯💯 !!!,210706
01-07-2021,5,It was indeed a pleasure to have chosen ITC Maratha to celebrate our wedding anniversary. We had got engaged at ITC Maratha a decade ago. Hence chose to revisit the memories. Though it was a quick staycation we will surely visit again.,Abhishek A,True Luxury,210701
30-06-2021,5,It was a small intimate residential wedding organized by my company. We wish to express our gratitude for making it a memorable one for both thr clients and us as a wedding planning company. The MICE Manager Gurpreet was every so helpful and accomodating and very enthusiastic and welcoming. The Banquet head Ashish was willing to accommodate the last minute requests of a wedding and never once complained.  The on the floor Manager Lalit was so hospitable and attentive that my clients dint once regret having such a small function as they felt important and were serviced with a smile. If hospitality is so efficient and all the COVID norms followed with so much care and yet service was not once compromised. ,Shehzarin,Exceptional! Resposible! Excellent Hospitality ITC ,210630
27-06-2021,5,I stayed only for a night with my friends and it was one of the best experience I had. We were nicely  welcomed and assisted by the front desk staff Sushmita Vanessa  ,R_D008,Pleasant Stay great experience amazing Staff,210627
25-06-2021,4,I stayed in their executive club room for two nights and even though it was a short stay the hotel staff made it very relaxing and comfortable. The hotel followed all pandemic restrictions and rules and everything was sanitized and extremely clean. Social distancing was maintained at all times. All services were delivered promptly and I never had to ask twice for anything. I almost lost my laptop bag and Mr. Vijay from the front desk was very helpful and found it for me. ,nupurgoel_1603,Very safe and comfortable stay.,210625
23-06-2021,5,I just had a 2 days stay at the ITC Grand Maratha Hotel in Mumbai.,sdesai264,Excellent Safest and simply the best during such pandemic situation,210623
16-06-2021,5,I regularly stay at the ITC Maratha and always enjoy my visit to this elegant hotel. Every staff member goes above and beyond to ensure that visitors  feel at home especially the wonderful Vijay Pujari at concierge who can facilitate just about any guest request and always with a warm smile. The location is convenient for the airport the spa is heavenly and the Peshawar Pavillion restaurant is stunning. This hotel is truly faultless.,Beentheredonethat40,Superb Hotel,210616
15-06-2021,4,The biggest plus for an establishment of the hospitality industry is if it is truly hospitable. ITC maratha has mastered that game! ,Nidakhot,Exceptional service!,210615
15-06-2021,5,Complimentary room upgrade Spacious rooms sumptuous food courteous & accommodating staff & great happy hours... with unlimited alcoholic beverages as part Lounge services. Overall an unforgettable experience. Excellent  COVID 19 safety protocols  including sanitized  cutlery individually packed.,Carolinegonsalves19,Truly Memorable Experience,210615
13-06-2021,5,I & my husband had to choose a place to take break from hectic routine & celebrate our special day; and we without a doubt chose ITC again. And I am so glad we did.   Concierge Mr Maxim like the last time made us feel so comfortable. A room with a personalized card with lovely anniversary wishes & balloons was such a sweet surprise by Mr Maxim we thank him for making our stay even more special by taking extra efforts for us. Ms Pooja & her team arranged cake at 12 midnight that added on to our celebrations.,DrShruti_J,Amazing getaway at ITC Maratha.,210613
11-06-2021,5,The ITC hotel is just superb The infrastructure and interior is of worth praising. The staff Mr Praveen Mr SrinvisanMr Adirin Ms Mahima and Mr Prateek made my stay more memorable All of them took lot of care. Apart from it I was afraid of going Mumbai due to Covid  but ITC hotel safety measures were superb and their Taxi had maintained high level of hygienic.  ITC made my trip safe.,bestmemories21,Memorable Stay,210611
09-06-2021,5,The hotel is grand and the interiors reflect the regional influences. Everybody is greeted with a Namaste and the hospitality is unlike any other hotels. The food is simply delicious and the rooms are cosy. Delzine was  helpful throughout my stay and made it memorable. Kudos ITC Maratha!,sayalir2020,ITC Maratha,210609
09-06-2021,5,Had an amazing experience at the hotel. Right from checkin I was taken care of very well. Very comfortable stay. Would highly recommend this hotel. Would like to make a specific mention of Mr Maxim Mascarenhas from the Concierge who was very sweet and did all that he could to help his guest. Thank you Mr. Maxim.,Nishitkekre,ITC Maratha,210609
08-06-2021,5,Booked for myself and my family  we were returning from outstation and had to quarantine at the hotel due to the Govt restrictions.  The reservations were smoothly handled by Ms Rashpal who explained about quarantine rules to be followed in the hotel  and about the meals  pickup from airport etc. We were delivered vegetarian meals  that were included as part of the quarantine package that we had booked . The food was nice and delivered in disposable boxes. The rooms were very clean and comfortable. Checkout was quick  the overall staff is very polite and helpful . Thank you ITC Maratha for a safe and comfortable stay !,Iamalwaysenough,Thank you for a memorable and safe stay,210608
08-06-2021,5,We went for a staycation for 1 night at ITC Maratha Mumbai. I must say the stay was amazing. We booked a Executive Club room with the Breakfast included but we were upgraded to a Lavasa category of room which is on higher floor & also an upgraded room category at no extra cost. ,PriyankaK938,Staycation at ITC Maratha Mumbai,210608
07-06-2021,5,Memorable stay special mention of Hitesh Satya ruel Shashank and Kapil for great hospitality and care. What I loved the most is the way they dealt with family with small kids with human touch. The team went extra mile to make sure we get high quality hospitality.,shashank_taurus,Comfortable stay and amazing hospitality,210607
07-06-2021,5,Great experience for my staycation. They have taken utmost care for everyones safety. Rooms were clean and hygienic. For calling the lifts they have put pedal button which was very cool unique and safe contactless way. All documentation happened thriugh tablets including signature which was impressive. I was surpised and thrilled to see bath tub even in the lowest standard rooms. ,arpitdharia,Royal safe and hygienic hotel with contactless lifts and documentation,210607
02-06-2021,5,Everything from Hospitality Service to Checkin to Lounge  To F&B To Housekeeping To Sanitisation was Perfect . The Best Guest Relations or Conceirge Team to have supported for every bit & need . ,Sabyasachi N,Luxury Collection Truly by An ITC Hotel,210602
28-05-2021,5,We stayed for new year at ITC Maratha and had a great time . We were upgraded to a beautiful room with pool view .  The room was spacious and so clean. The Room service and housekeeping staff are so helpful . We thoroughly enjoyed our stay at this hotel . The food is really very delicious and tempting .  Must try for all  I would recommend this hotel to all my friends and family .,SRKP9,Beautiful stay !,210528
28-05-2021,5,Mumbai stay,vivekassami,Mumbai stay,210528
28-05-2021,5,All the covid protocols are taken care off very well. ,Priyanka377,Amazing property for a staycation,210528
27-05-2021,5,My husband and self are regular guests at the ITC Maratha Sahar and we love the hospitality service and stay there. It was my moms 80th Birthday and we wanted to spend it close with family yet not venturing out due to the pandemic so we brought her to the hotel celebrating her birthday and stayed for two nights ie 23rd and 24th May. The room was lovely on the 15th floor and was decorated for the occasion. Mr. Maxim Mascarenhas at the Concierge is the best and is always so so helpful each time and goes out of the way to make our stays comfortable. Thank you very much for this wonderful trip again. Until we meet again soon️,ginelleedelweiss,Moms 80th Birthday Celebration,210527
26-05-2021,5,We checked in on our wedding day for our family with six rooms booked for 13 guests. As we planned on a court-wedding in these times of covid the celebrations was to be a simple affair at ITC Maratha.,vanshx6,Wedding Celebrations with a Staycation.,210526
25-05-2021,5,Superb hotel and really high standards of safety in covid environment.,881abhisheka,Best in Class,210525
25-05-2021,5,We recommend ITC MARATHA  for a perfect staycation place in this pandemic situation.. Staff was very helpful.. MS. Anuja on the front desk very polite and helpful. Breakfast was just amazing. ,Kavivd,A perfect Staycation place.,210525
24-05-2021,5,My family stayed here and as always this is one hotel that does not disappoint! The staff are friendly and welcoming ofcourse along with following all covid policies of social distancing and wearing a mask. The rooms are clean super comfy and the food is delicious. But what makes my family keep wanting to go there again and again are the amazing staff of ITC Maratha. Special mention to Vijay Pujari who looks after each and every guest and makes them feel so much at home. Thank you Vijay and ITC Maratha! We shall be back again. Till then stay safe and stay strong :),ShaziaSShaikh,Service with excellence!,210524
24-05-2021,5,Thank you for a wonderful service ITC Maratha. I booked a room for my relatives as I have always heard a lot of good things about their customer service. They were very well looked after. Thank you Vijay Pujari for your excellent customer service skills and service from the heart.,ColinJey,Commendation,210524
24-05-2021,5,I was there for adoption precedures the staff were not only efficent and polite but they went out of their way to call FRRO  getting us oxygen for my just adopted just treatment and supplies. They made us feel not alone and safe in an unknown place and during the pandemia. We felt like we could solve any problems with them by our side. This was the best experiance of our life not only cause my son but because of all them.  I would raccommend this hotel to all my family and friends. And we will surely visit.,X7018WIamyl,Amazing stay at this hotel,210524
23-05-2021,5,Our at ITC was just amazing. Everything from checking to checkout was smooth. The service is up too the mark on every aspect. The staff is extremely cordial and helpful. The breakfast spread is treat to the tummy. Room service response time super quick. Rooms are extremely neat and clean with all the amenities you would need. ,Culture815191,Worth every penny ,210523
23-05-2021,5,This is not the first time and definitely not the last time staying at this grand hotel. Everything from the roomsthe food the ambience and not forgetting the service and hospitality provided by the hotel is excellent. I am particularly highly impressed by Mr Vijay Pujari. He not only has a vast exprience in the industry but impeccable people relation skills. He will go beyond the service required of him to make guests feel comfortable and at home. He also went the extra miles to get items like medication and toiletries that were not available in the hotel just for usthe guests. Excellent service Mr Pujari. People like him creates a lasting impression and great memories of India.,forreal14,Excellent Service,210523
23-05-2021,5,I and my partner went to celebrate our 2 years anniversary at ITC Maratha this weekend and the experience staying there was awesome. We had a surprise cake sent to our room and given a wonderful room to stay facing pool side. The staff (Vijay Cleatus Hitesh and the others) was good in hospitality and really treated us special. 5 star for their service and food quality ,Jenny0803,Great staff,210523
16-05-2021,5,ITC has a wonderful menu called Table for Two with a Mughlai meal that is delivered to your home. There are 4 options to choose from. Would recommend that you try it.,Anand_Lobo,Table for two ,210516
15-05-2021,5,The Concierge service in the hotel is simply excellent.They really provide service from the HEART.Extremely accommodating to any request and willing to assist at any time.Wanted to single out Mr VijayMr Maxim and Mr Shafan.My cousin stays in Mumbai and they assisted me taxi bookings directions and important information such as peak and non peak times to travel.My  online deliveries were also kept safely and delivered to my room on my return.Overall they were simply GREAT.At all times I had peace of mind.,tyeb66,Best Concierge service,210515
13-05-2021,5,Excellent food and service. Very good hospitality. There is a good variety of food. The food that is served is too fresh. Vinay Pandey- very humble person. The service provided to us during breakfast was very nice. On table preferences are taken which is the best part and is highly impressive.,AnamikaP81,Breakfast,210513
13-05-2021,5,Amazing food at all the restaurants here. But the best is Peshawri. ,LaiJai,Best food ever,210513
13-05-2021,5,"This is my ""go-to"" hotel in Mumbai. Rooms are neat and spacious. Airport pick-up and check work seamlessly. I normally land at night the staff goes out of their way to ensure meals are prepared quickly. The restaurants in the hotel are all excellent. The Concierge team is amazing they are always willing to help. Vijay Pujari a member of the Concierge team stands out for special mention; no task is too difficult. In fact this Concierge team actually helps coordinate my travel and accommodation in other Indian cities. This hotel is a must for business or leisure.",sadesh1612,Service With Purpose,210513
10-05-2021,5,I was visiting Mumbai three times in 2019 for business purpose. Two times I chose to stay in ITC Maratha good proximity to the airport. The hotel offers what a 5 star hotel service is offering good quality of service and conditions. What I appreciated was the kindness of the people there especially Vijay from reception. They are also organizing region specific events inviting guest to participate to them such as cooking traditional sweets. The restaurants in the hotel are high class. There is also a chocolaterie within the hotel which I highly recommend it is luxury and good for presents when returning to your country. They also organize for guests training to do chocolates:). If I would return to Mumbai I would definitely choose this hotel for stay. They also organise hotel pick up and cabs to the city for cost. Thank you to all personnel there and I wish you all the best!,DianaMindrucencu,High class hotel and service in Mumbai,210510
10-05-2021,5,ITC Maratha has always been my favorite hotels when i come to stay in mumbai and this time during the pandemic thier services was extra-ordinary.  I stayed for more than a month starting from Feb 2021 to almost end of March 2021.  They made my stay homely and memorable.  The rooms were superior and well maintained with hygiene and great quality.  The food was awesome with authentic taste.  I love the bar service really very courteous staff.  At this time i will like to mention a few names i remember who made my stay as comfortable as it can be...Front office duty manager Churendra Bell Captain Ajay and Adrain Bar Manager Sanchayan Bar Man Ignatius Amir Saurabh and Tarun the Travel house staff who helped in getting the clean and quality cars Chauffer Kumar who i used regularly the room service staff and even the chefs who made some amazing authentic dishes.  This is an unforgettable stay for me especially during this rough times of pandemic when travel and stay has been of concern.  RESPECT to ITC Group for keeping their standards high even during this tough times.,223arasus,Awesome Stay and Experience with rich customer service,210510
09-05-2021,5,Exemplary and an Awesome Stay,darpan98,Exemplary and an Awesome Stay,210509
07-05-2021,5,We visited ITC for a birthday stay over. Mr. Keenan had made wonderful arrangements for the special occasion. Furthermore Chef Nikhil M and Mr. Satya ensured that the restaurant runs seamlessly while following all the necessary COVID precautions. It was Indeed a warm and a pleasant stay!,Devanshi_choksi8,Wonderful stay-cation at ITC,210507
07-05-2021,5,During these challenging times staff members at ITC have extended there service so there guest are most safe and comfortable. With there personal touch my time spent at ITC has been memorable. Would like to thank all there staff members specially Roshini Mahima and Kanchan.,465adityam,Fantastic service with food,210507
06-05-2021,5,Warm hospitality with excellent staff. ITC Maratha takes extra care the WeAssure program for the sanitization process from the main porch till the rooms everything is kept in mind. Would like to give a big shout out to the reservation and the front desk team for handling all my request very well.,OnAir367634,Warm Hospitality,210506
05-05-2021,4,I stayed at Itc Maratha to celebrate my wife's Birthday ,Jai909,Truly Worthwhile,210505
05-05-2021,5,This was my third visit at ITC Maratha in the past 12 weeks. That itself says how pleasant my experience has been. Very pretty room upgrade was given to me. A complimentary cake was given as I was there to celebrate a birthday  Thank you Tyson Sayali Chef Nikhil and  Milind( sorry for calling you Milano :p) cheers!,cenydon14,Amazing property! Very kind staff,210505
04-05-2021,5,Memorable Stay ,joel09271,Memorable stay,210504
04-05-2021,4,The food quality was best and we enjoyed having different varieties of breakfast lunch and dinner. The staff co-operated very well and provided the best service. Food served was fresh and hot. ,smitmodi,ITC Food review,210504
02-05-2021,5,Its a great experience with ITC Maratha Mumbai though we live in Mumbai but stay with the hotel  ITC was excellent..the staff of hotel is very very polite and cooperative.The hotel is being taking very good care of their staff and customers for COVID-19 pandemic .   Rooms are very nice and have taken care of every need of customers. Mostly I am very much impressed with the ambiance of the hotel painting interiors  they have provided with a open garden inside the campus where you can roam around freely without fear of corona ️.  Best option to stay Safe in Corona .,Savita4568,ITC Maratha has the best  hospitality ever,210502
30-04-2021,5,grand experience follows all covid norms  and distancing. ITC brand is too good. recommended completely for a wonderful stay.,triptitraveller,grand experience,210430
30-04-2021,5,Itc suprise stay,food_hunterzzzz,Itc suprise stay,210430
29-04-2021,5,ITC Grand Martha Mumbai stay experience to last a life time,sheldmello,ITC Grand Martha Mumbai stay experience to last a life time,210429
28-04-2021,5,Enjoyed the time. This place has a very soothing ambience; gave me a refreshing feel considering what's going on in India with covid. The staff is very professional and friendly I have no complaints about any of the services. ,Harshit_mt,Quite a Refreshing Experience,210428
27-04-2021,5,It was perfect. The staff was extremely courteous and the entire stay was at par with my expectations. Loved the place and the people. The food was amazing rooms were clean and lavish followed the pandemic guidelines well and the Manager Mr. Baker Banerjee is an absolute gem.,Iririsjnntnaj,Stay,210427
21-04-2021,4,The hotel is beautiful and the staff members are courteous. The safety measures against Covid at ITC Maratha make your fears melt away. Haseeb was ever helpful throughout my stay. Delzine was great too! I will certainly visit soon. Keep up the good work!,Inspire788739,Ms S,210421
19-04-2021,5,Service luxury hotel room all up to the mark. Must visit hotel to experience a luxurious and premium treatment. It provides free breakfast which has an array of option available it was really a great experience to have visited the 5 star hotel for the first time in a long time. ,vijayalaksshmic,Luxury at it's best,210419
18-04-2021,5,Truly a great hotel. I was initially worried about my stay due to the pandemic but the protocols within the property made me relax and enjoy my time at ITC Maratha. The ladies in pink - Amanda Delzine and Pooja were always helpful and they accomodated all my requests. I would also thank Anuja (at the reception) Prathamesh and Prashant (at the belldesk) for all their assistance. I hope to return soon. Kudos ITC Maratha!,Shubhtraveller20,ITC Maratha,210418
16-04-2021,5,We visited the ITC Maratha recently and believe me it's a wonderful experience. In times of covid this hotel takes all possible precautions to keep the guests and the staff safe. There is no loose cutlery or plates. All the cutlery is sealed and is opened upon use only. All staff has gloves masks and shields and they make sure that no guest is breaking any protocols by removing masks etc. The rooms and sanitized and sealed for guests. So if anyone wants to stay at any hotel at this time I would suggest ITC Maratha is the best option. ,AmrinderSembhi,Great Hospitality. Wonderful Team. Delicious Food,210416
13-04-2021,5,We had a family staycation here.  Covid-19 safety measures & norms were strictly followed making us feel safe throughout our stay. ,khansaniya,Staycation,210413
12-04-2021,5,I visited first time and had a great time here. Hotel services and staff are very good. Rooms are very specious and comfortable. Room services are excellant. Food service and taste is very good. Management is best in their field. Thanks for your hospitality especially housekeeping department Mr.Dhan and Mr.Yogesh.,vrushabh_18,Great stay and fabulous hospitality,210412
11-04-2021,5,I visited this place for the first time and it was an amazing experience. I am really overwhelmed by the beauty size and décor of this marvelous property. All the staff at this hotel and also at the restaurant are very polite professional and knowledgeable. Their treatment at every stage is very good and very appreciable. Special thanks to Mr. Sushant Rane who helped incredibly. People at the gate are also doing a great job. The level of precautions and sanitization practices is very comforting and inspires safety. Will be a pleasure to return and recommend. ,RoshniAS,Wonderful stay and great hospitality,210411
11-04-2021,4,I stayed at ITC Maratha for business visit and the hotel property is beautiful. The service is good and all covid protocols were being followed properly. The breakfast has a good range of items and the food is tasty. Would recommend a stay at this hotel. ,ShikshaC,Pleasant stay…,210411
10-04-2021,5,I again stayed here at ITC maratha and was upgraded to ITC one all thanks to Archit the duty manager and he made sure he took care of me n my family . I loved the hospitality and warmth from delzine and bell desk Sanket ,rishf2017,Locked down gettaway 2021april,210410
01-04-2021,5,Well I would say that the staff of ITC maratha truly knows the meaning of this and are highly professional in what they are doing.. They are maintaining the best safety and hygiene standards throughout the property. Times are hard for everyone due to covid situation but the staff is giving its best efforts to make us feel safe.,Pahaditraveller16,Atithi Devo Bhavah!,210401
26-03-2021,5,ITC Maratha is truly a splendid property with great staff members who are always ready to assist. My visit was short and  Delzine was excellent and took care of all my needs. Keep up the good work and I shall certainly recommend ITC Maratha ,thewanderer977,Great experience,210326
19-03-2021,5,I had the absolute pleasure of staying at the iconic ITC Maratha.The rooms were extremely comfortable and very well appointed. The room cleanliness was Immaculate!!!.All thanks to the amazing Housekeeping squad working day and night to keep the rooms absolutely clean and safe to use in these unprecedented times. I would also like to thank Ms.Aishwarya Bagalkar (Hk Manager) for treating us like her family. She was extremely polite courteous and thoroughly instrumental in ensuring that we had a memorable stay.Keep up the amazing hospitality guys.I will recommend all my friends to stay at ITC Maratha.,448sangitap,Spectacular efforts by Young Housekeeper Ms. Aishwarya!!!Absolutely Loved the stay!!,210319
19-03-2021,5,We had gone for a staycation for anniversary to ITC at Sahar and enjoyed our experience. The highlight was our couples spa with two massages and shared jacuzzi experience.It was pure indulgence and the staff made us feel even more pampered. The food was on point too! So if your looking for intimate and luxurious experience I would highly reccomend the hotel!,Chriselle B,Highly reccomend,210319
18-03-2021,2,Live spider nails and leftover food in the bin!! ,Garrettrahman,Live spider nails and leftover food in the bin!! ,210318
15-03-2021,5,I had stayed in this hotel many times in the last few months. Though it is a luxury 5star hotel room tariff is relatively less. ,NMPRASAD,Excellent luxury hotel near international airport,210315
13-03-2021,5,Just visited the hotel for a business trip. The hotel is really close to the airport and convenient. They also have alot of good restaurants like the peshawari and dumpukht and if you wanna have some dessert then the famous fabelle ITC ,Vishalkillekar123,Good hotel for a visit,210313
12-03-2021,5,Had visited the property for my anniversary. Person who took the check in Mr. Sushant was very polite and helpful. I had booked for a executive room however the upkeep of the room was not as per the standards. Request you to not sell these rooms as they make a bad impression. Mr. Uday from housekeeping was very kind to upgrade us to ITC one. This room was not only spacious but was vibrant and colourful. All necessary amenities were placed inside the room. A small cake was sent on the compliments of the hotel. Ms. Sayli was very helpful with my request. The staff is well mannered and polite. Food was delicious and was served  in abundance. Will visit again and recommend to friends and family.,Priyankapinku,Lovely stay.. beautiful property,210312
08-03-2021,5,I had hosted a mid-sized marriage event for my son and had expected the hotel to deliver an excellent event. Despite all constraints of COVID the hotel and its staff delivered to us a very tailor made event with an amazing eye for detail some great food and service overall a great event. All along all the guests felt most welcome at the hotel and returned with some great memories. ,KiranShing,Exceeded expectations raised the bar,210308
05-03-2021,5,Had a wonderful time at the hotel ! The team is fabulous and take very good care of all guests. I have stayed here multiple Times . Rashpal has been very kind and helpful . She has assisted with checkin  billing and membership queries . Also upgraded me to a beautiful tower room when I visited with family . I always prefer to stay at ITC hotels because of  the caring treatment we have got . The food is amazing and services are top notch . Will recommend all to stay at ITC hotels.,SukantDole2021,Great stay!,210305
02-03-2021,5,Amazing hospitality! Especially the employees. They have made my stay a memorable one.,950simrand,A memorable one,210302
01-03-2021,5,Wedding function at ITC ,abhiprabhat619,Wedding function at ITC ,210301
28-02-2021,5,Stayed over at ITC Maratha recently on a solo trip and thoroughly loved the ambience and comfort. All Covid-19 precautions were adhered to and exceptionally handled by the Hotel team. ,Arvind-Mahesh,A Hotel at its Finest!,210228
26-02-2021,5,one of the finest luxury hotel I have visited till now..architecture of the Maratha dynasty with fine interiors and great hospitality..I was warmly welcomed the executive shayali..she made my stay very pleasant with a warm welcome and was there everyday to assist me. she even  arranged a cake for me on my anniversary and also allowed me a good spacious room..food at peshawari its just awesome..haven't had such a great north Indian cuisine till date..I was surprised that the hotel has taken the initiative to use minimum plastic..its a very good initiative and I wish them all the success towards reaching this goal..,surfer008,Luxury at its best,210226
25-02-2021,5,ITC maratha is at a walking distance from the airport or 5 min from cab. ,Rohit_G17,Great property and rooms,210225
25-02-2021,5,Me and my wife stayed here for a night on 17 Feb. Although a short stay it was an amazing experience overall. ,Ankstraveller,Luxury feels at ITC,210225
22-02-2021,5,Thank you ITC supporting us in making Aneesh/Kshiti wedding very special.,Jaskinder S,Wedding,210222
21-02-2021,5,A perfect gift for best friend wedding. So we were looking for a appeasing first night stay for the newlyweds. We came across a lot of options but glad we selected ITC because it was on point for everything location welcoming staff hospitality service room food & decor. A special mention to Ketan for being incredibly helpful & there for every need of mine. Thank you again ITC for going just that little step extra for the guests! Definitely recommending it to my close ones.,Madhav_Gandhi,Best experience,210221
21-02-2021,1,Stayed from the 19-21 feb  through an offer on MMT . The room was good  but the Ac kept making a noise . This was an all meal inclusive plan the buffet was super disappointing quality and taste .,bakshipranav,Staycation- the joke of an offer ,210221
20-02-2021,5,Gurpreet,jaikishinbl,Wedding,210220
20-02-2021,3,I stayed at the hotel for 4 days. The hotel is well kept and when you enter it does gives you a feeling of luxury and raise your expectations.,Foodieeglobetrotter,Average experience,210220
14-02-2021,5,I was looking for a safe-stay experience during Covid and ITC Maratha was a perfect choice... they follow all protocols nicely!  The staff is courteous and their delivery timelines for any request are adhered to. They are quite transparent about what is possible and what isn't and that's a good way to keep communication effective and efficient.,Ridhi R,My perfect getaway,210214
11-02-2021,5,Exceeds Expectations,amrutadadhe,Exceeds Expectations,210211
11-02-2021,5,Beyond expectations,Hoteliersincebirth,Beyond expectations,210211
10-02-2021,5,Moved to ITC Maratha few months back and it's always been a comfortable stay. Chandranath the manager has always personally come and met me and recognises me every time for my Marriott Platinum status. ,bharatnvyas,Excellent Hospitality,210210
10-02-2021,4,I had a great experience with ITC. The room was wonderful clean and perfect for a family weekend. The amenities were great and the staff was incredibly helpful especially Mr. Sumit who went over and beyond to help make our stay enjoyable. Considering the current situation all safety precautions were taken so it was a relaxed outing for us.,KhushbuM02,Excellent Hospitality and comfortable stay,210210
10-02-2021,5,It was a splendid stay at ITC Maratha.All the staffs from all the departments was very cooperative and humble towards their guest especially Sayali Ingale has very friendly and helpful behaviour towards all guest.They all were on toes to serve their guest for phenomenal experience during their stay at ITC Maratha.,MANVENDRA94,Had Pleasant stay at ITC Maratha Mumbai.,210210
09-02-2021,5,Excellent is the only word to describe my experience. The duty manager Sumit was one of the most amiable person I've met and he certainly made sure that my stay was as comfortable as possible. Would love to go back once again for sure. :),BManas,One day stay,210209
09-02-2021,5,Enjoyed everything about this property from the food till the comfort in the room. The We Assure program during covid is a good initiative of sanitization in the hotelalso offers delivery services for food so that it can be enjoyed at the comfort of our homes there is nothing that ITC has not thought about.,mendes19,A Good Experience,210209
08-02-2021,5,My experience at the ITC Maratha was nothing less than just fabulous and memorable. The property is beautiful and the staff are very friendly whose  willingness to understand and resolve their guests queries is just priceless. In particular I would like to specially mention the always helpful Mahima I have never come across anyone carrying a smile all day like she did whenever I met her and showing the same level of hospitality always. Staff like her are not just assets for the hotel but also the industry. Thank you again to everyone back at the ITC Maratha.,hamzah741,Absolutely Fabulous ,210208
08-02-2021,5,Staff is very polite and humble. All requests are taken promptly and closed on time. Peshwa Pavilion has a good breakfast variety to offer. ,Kevin_samuel1995,A Second Home,210208
